time,target,y,error,steer
125.312,0.5500,0.5504,0.5500,-0.0196
125.344,0.5500,0.5507,0.5500,-0.0201
125.376,0.5500,0.5511,0.5500,-0.0206
125.408,0.5500,0.5515,0.5500,-0.0210
125.440,0.5500,0.5518,0.5500,-0.0215
125.472,0.5500,0.5522,0.5500,-0.0220
125.504,0.5500,0.5526,0.5500,-0.0225
125.536,0.5500,0.5529,0.5500,-0.0230
125.568,0.5500,0.5533,0.5500,-0.0234
125.600,0.5500,0.5536,0.5500,-0.0239
125.632,0.5500,0.5540,0.5500,-0.0244
125.664,0.5500,0.5544,0.5500,-0.0248
125.696,0.5500,0.5547,0.5500,-0.0253
125.728,0.5500,0.5551,0.5500,-0.0258
125.760,0.5500,0.5554,0.5500,-0.0262
125.792,0.5500,0.5558,0.5500,-0.0267
125.824,0.5500,0.5561,0.5500,-0.0271
125.856,0.5500,0.5565,0.5500,-0.0276
125.888,0.5500,0.5568,0.5500,-0.0280
125.920,0.5500,0.5571,0.5500,-0.0284
125.952,0.5500,0.5575,0.5500,-0.0289
125.984,0.5500,0.5578,0.5500,-0.0293
126.016,0.5500,0.5582,0.5500,-0.0297
126.048,0.5500,0.5585,0.5500,-0.0302
126.080,0.5500,0.5588,0.5500,-0.0306
126.112,0.5500,0.5592,0.5500,-0.0310
126.144,0.5500,0.5595,0.5500,-0.0314
126.176,0.5500,0.5598,0.5500,-0.0318
126.208,0.5500,0.5602,0.5500,-0.0322
126.240,0.5500,0.5605,0.5500,-0.0326
126.272,0.5500,0.5608,0.5500,-0.0330
126.304,0.5500,0.5611,0.5500,-0.0334
126.336,0.5500,0.5615,0.5500,-0.0338
126.368,0.5500,0.5618,0.5500,-0.0342
126.400,0.5500,0.5621,0.5500,-0.0345
126.432,0.5500,0.5624,0.5500,-0.0349
126.464,0.5500,0.5627,0.5500,-0.0353
126.496,0.5500,0.5630,0.5500,-0.0356
126.528,0.5500,0.5634,0.5500,-0.0360
126.560,0.5500,0.5637,0.5500,-0.0364
126.592,0.5500,0.5640,0.5500,-0.0367
126.624,0.5500,0.5643,0.5500,-0.0371
126.656,0.5500,0.5646,0.5500,-0.0374
126.688,0.5500,0.5649,0.5500,-0.0377
126.720,0.5500,0.5652,0.5500,-0.0381
126.752,0.5500,0.5655,0.5500,-0.0384
126.784,0.5500,0.5658,0.5500,-0.0387
126.816,0.5500,0.5660,0.5500,-0.0390
126.848,0.5500,0.5663,0.5500,-0.0394
126.880,0.5500,0.5666,0.5500,-0.0397
126.912,0.5500,0.5669,0.5500,-0.0400
126.944,0.5500,0.5672,0.5500,-0.0403
126.976,0.5500,0.5675,0.5500,-0.0406
127.008,0.5500,0.5677,0.5500,-0.0409
127.040,0.5500,0.5680,0.5500,-0.0411
127.072,0.5500,0.5683,0.5500,-0.0414
127.104,0.5500,0.5686,0.5500,-0.0417
127.136,0.5500,0.5688,0.5500,-0.0420
127.168,0.5500,0.5691,0.5500,-0.0422
127.200,0.5500,0.5693,0.5500,-0.0425
127.232,0.5500,0.5696,0.5500,-0.0427
127.264,0.5500,0.5699,0.5500,-0.0430
127.296,0.5500,0.5701,0.5500,-0.0432
127.328,0.5500,0.5704,0.5500,-0.0435
127.360,0.5500,0.5706,0.5500,-0.0437
127.392,0.5500,0.5709,0.5500,-0.0440
127.424,0.5500,0.5711,0.5500,-0.0442
127.456,0.5500,0.5713,0.5500,-0.0444
127.488,0.5500,0.5716,0.5500,-0.0446
127.520,0.5500,0.5718,0.5500,-0.0448
127.552,0.5500,0.5720,0.5500,-0.0451
127.584,0.5500,0.5723,0.5500,-0.0453
127.616,0.5500,0.5725,0.5500,-0.0455
127.648,0.5500,0.5727,0.5500,-0.0457
127.680,0.5500,0.5729,0.5500,-0.0459
127.712,0.5500,0.5732,0.5500,-0.0460
127.744,0.5500,0.5734,0.5500,-0.0462
127.776,0.5500,0.5736,0.5500,-0.0464
127.808,0.5500,0.5738,0.5500,-0.0466
127.840,0.5500,0.5740,0.5500,-0.0467
127.872,0.5500,0.5742,0.5500,-0.0469
127.904,0.5500,0.5744,0.5500,-0.0471
127.936,0.5500,0.5746,0.5500,-0.0472
127.968,0.5500,0.5748,0.5500,-0.0474
128.000,0.5500,0.5750,0.5500,-0.0475
128.032,0.5500,0.5752,0.5500,-0.0477
128.064,0.5500,0.5754,0.5500,-0.0478
128.096,0.5500,0.5756,0.5500,-0.0479
128.128,0.5500,0.5758,0.5500,-0.0481
128.160,0.5500,0.5759,0.5500,-0.0482
128.192,0.5500,0.5761,0.5500,-0.0483
128.224,0.5500,0.5763,0.5500,-0.0484
128.256,0.5500,0.5765,0.5500,-0.0485
128.288,0.5500,0.5766,0.5500,-0.0486
128.320,0.5500,0.5768,0.5500,-0.0487
128.352,0.5500,0.5770,0.5500,-0.0488
128.384,0.5500,0.5771,0.5500,-0.0489
128.416,0.5500,0.5773,0.5500,-0.0490
128.448,0.5500,0.5774,0.5500,-0.0491
128.480,0.5500,0.5776,0.5500,-0.0491
128.512,0.5500,0.5777,0.5500,-0.0492
128.544,0.5500,0.5779,0.5500,-0.0493
128.576,0.5500,0.5780,0.5500,-0.0493
128.608,0.5500,0.5782,0.5500,-0.0494
128.640,0.5500,0.5783,0.5500,-0.0494
128.672,0.5500,0.5784,0.5500,-0.0495
128.704,0.5500,0.5786,0.5500,-0.0495
128.736,0.5500,0.5787,0.5500,-0.0496
128.768,0.5500,0.5788,0.5500,-0.0496
128.800,0.5500,0.5789,0.5500,-0.0496
128.832,0.5500,0.5790,0.5500,-0.0497
128.864,0.5500,0.5792,0.5500,-0.0497
128.896,0.5500,0.5793,0.5500,-0.0497
128.928,0.5500,0.5794,0.5500,-0.0497
128.960,0.5500,0.5795,0.5500,-0.0497
128.992,0.5500,0.5796,0.5500,-0.0497
129.024,0.5500,0.5797,0.5500,-0.0497
129.056,0.5500,0.5798,0.5500,-0.0497
129.088,0.5500,0.5799,0.5500,-0.0497
129.120,0.5500,0.5800,0.5500,-0.0497
129.152,0.5500,0.5801,0.5500,-0.0497
129.184,0.5500,0.5801,0.5500,-0.0496
129.216,0.5500,0.5802,0.5500,-0.0496
129.248,0.5500,0.5803,0.5500,-0.0496
129.280,0.5500,0.5804,0.5500,-0.0495
129.312,0.5500,0.5805,0.5500,-0.0495
129.344,0.5500,0.5805,0.5500,-0.0495
129.376,0.5500,0.5806,0.5500,-0.0494
129.408,0.5500,0.5807,0.5500,-0.0494
129.440,0.5500,0.5807,0.5500,-0.0493
129.472,0.5500,0.5808,0.5500,-0.0492
129.504,0.5500,0.5808,0.5500,-0.0492
129.536,0.5500,0.5809,0.5500,-0.0491
129.568,0.5500,0.5809,0.5500,-0.0490
129.600,0.5500,0.5810,0.5500,-0.0489
129.632,0.5500,0.5810,0.5500,-0.0489
129.664,0.5500,0.5811,0.5500,-0.0488
129.696,0.5500,0.5811,0.5500,-0.0487
129.728,0.5500,0.5812,0.5500,-0.0486
129.760,0.5500,0.5812,0.5500,-0.0485
129.792,0.5500,0.5812,0.5500,-0.0484
129.824,0.5500,0.5812,0.5500,-0.0483
129.856,0.5500,0.5813,0.5500,-0.0482
129.888,0.5500,0.5813,0.5500,-0.0481
129.920,0.5500,0.5813,0.5500,-0.0479
129.952,0.5500,0.5813,0.5500,-0.0478
129.984,0.5500,0.5813,0.5500,-0.0477
130.016,0.5500,0.5813,0.5500,-0.0475
130.048,0.5500,0.5814,0.5500,-0.0474
130.080,0.5500,0.5814,0.5500,-0.0473
130.112,0.5500,0.5814,0.5500,-0.0471
130.144,0.5500,0.5814,0.5500,-0.0470
130.176,0.5500,0.5814,0.5500,-0.0468
130.208,0.5500,0.5813,0.5500,-0.0466
130.240,0.5500,0.5813,0.5500,-0.0465
130.272,0.5500,0.5813,0.5500,-0.0463
130.304,0.5500,0.5813,0.5500,-0.0462
130.336,0.5500,0.5813,0.5500,-0.0460
130.368,0.5500,0.5813,0.5500,-0.0458
130.400,0.5500,0.5812,0.5500,-0.0456
130.432,0.5500,0.5812,0.5500,-0.0454
130.464,0.5500,0.5812,0.5500,-0.0453
130.496,0.5500,0.5812,0.5500,-0.0451
130.528,0.5500,0.5811,0.5500,-0.0449
130.560,0.5500,0.5811,0.5500,-0.0447
130.592,0.5500,0.5810,0.5500,-0.0445
130.624,0.5500,0.5810,0.5500,-0.0443
130.656,0.5500,0.5810,0.5500,-0.0441
130.688,0.5500,0.5809,0.5500,-0.0439
130.720,0.5500,0.5809,0.5500,-0.0436
130.752,0.5500,0.5808,0.5500,-0.0434
130.784,0.5500,0.5807,0.5500,-0.0432
130.816,0.5500,0.5807,0.5500,-0.0430
130.848,0.5500,0.5806,0.5500,-0.0428
130.880,0.5500,0.5806,0.5500,-0.0425
130.912,0.5500,0.5805,0.5500,-0.0423
130.944,0.5500,0.5804,0.5500,-0.0421
130.976,0.5500,0.5804,0.5500,-0.0418
131.008,0.5500,0.5803,0.5500,-0.0416
131.040,0.5500,0.5802,0.5500,-0.0413
131.072,0.5500,0.5801,0.5500,-0.0411
131.104,0.5500,0.5800,0.5500,-0.0408
131.136,0.5500,0.5800,0.5500,-0.0406
131.168,0.5500,0.5799,0.5500,-0.0403
131.200,0.5500,0.5798,0.5500,-0.0401
131.232,0.5500,0.5797,0.5500,-0.0398
131.264,0.5500,0.5796,0.5500,-0.0395
131.296,0.5500,0.5795,0.5500,-0.0393
131.328,0.5500,0.5794,0.5500,-0.0390
131.360,0.5500,0.5793,0.5500,-0.0387
131.392,0.5500,0.5792,0.5500,-0.0385
131.424,0.5500,0.5791,0.5500,-0.0382
131.456,0.5500,0.5790,0.5500,-0.0379
131.488,0.5500,0.5789,0.5500,-0.0376
131.520,0.5500,0.5788,0.5500,-0.0373
131.552,0.5500,0.5786,0.5500,-0.0370
131.584,0.5500,0.5785,0.5500,-0.0367
131.616,0.5500,0.5784,0.5500,-0.0365
131.648,0.5500,0.5783,0.5500,-0.0362
131.680,0.5500,0.5782,0.5500,-0.0359
131.712,0.5500,0.5780,0.5500,-0.0356
131.744,0.5500,0.5779,0.5500,-0.0353
131.776,0.5500,0.5778,0.5500,-0.0350
131.808,0.5500,0.5776,0.5500,-0.0346
131.840,0.5500,0.5775,0.5500,-0.0343
131.872,0.5500,0.5774,0.5500,-0.0340
131.904,0.5500,0.5772,0.5500,-0.0337
131.936,0.5500,0.5771,0.5500,-0.0334
131.968,0.5500,0.5770,0.5500,-0.0331
132.000,0.5500,0.5768,0.5500,-0.0328
132.032,0.5500,0.5767,0.5500,-0.0324
132.064,0.5500,0.5765,0.5500,-0.0321
132.096,0.5500,0.5764,0.5500,-0.0318
132.128,0.5500,0.5762,0.5500,-0.0315
132.160,0.5500,0.5761,0.5500,-0.0311
132.192,0.5500,0.5759,0.5500,-0.0308
132.224,0.5500,0.5757,0.5500,-0.0305
132.256,0.5500,0.5756,0.5500,-0.0301
132.288,0.5500,0.5754,0.5500,-0.0298
132.320,0.5500,0.5753,0.5500,-0.0295
132.352,0.5500,0.5751,0.5500,-0.0291
132.384,0.5500,0.5749,0.5500,-0.0288
132.416,0.5500,0.5748,0.5500,-0.0284
132.448,0.5500,0.5746,0.5500,-0.0281
132.480,0.5500,0.5744,0.5500,-0.0277
132.512,0.5500,0.5742,0.5500,-0.0274
132.544,0.5500,0.5741,0.5500,-0.0270
132.576,0.5500,0.5739,0.5500,-0.0267
132.608,0.5500,0.5737,0.5500,-0.0263
132.640,0.5500,0.5735,0.5500,-0.0260
132.672,0.5500,0.5733,0.5500,-0.0256
132.704,0.5500,0.5732,0.5500,-0.0253
132.736,0.5500,0.5730,0.5500,-0.0249
132.768,0.5500,0.5728,0.5500,-0.0246
132.800,0.5500,0.5726,0.5500,-0.0242
132.832,0.5500,0.5724,0.5500,-0.0238
132.864,0.5500,0.5722,0.5500,-0.0235
132.896,0.5500,0.5720,0.5500,-0.0231
132.928,0.5500,0.5718,0.5500,-0.0228
132.960,0.5500,0.5716,0.5500,-0.0224
132.992,0.5500,0.5714,0.5500,-0.0220
133.024,0.5500,0.5712,0.5500,-0.0217
133.056,0.5500,0.5710,0.5500,-0.0213
133.088,0.5500,0.5708,0.5500,-0.0209
133.120,0.5500,0.5706,0.5500,-0.0206
133.152,0.5500,0.5704,0.5500,-0.0202
133.184,0.5500,0.5702,0.5500,-0.0198
133.216,0.5500,0.5700,0.5500,-0.0194
133.248,0.5500,0.5698,0.5500,-0.0191
133.280,0.5500,0.5696,0.5500,-0.0187
133.312,0.5500,0.5694,0.5500,-0.0183
133.344,0.5500,0.5692,0.5500,-0.0180
133.376,0.5500,0.5690,0.5500,-0.0176
133.408,0.5500,0.5688,0.5500,-0.0172
133.440,0.5500,0.5686,0.5500,-0.0168
133.472,0.5500,0.5683,0.5500,-0.0165
133.504,0.5500,0.5681,0.5500,-0.0161
133.536,0.5500,0.5679,0.5500,-0.0157
133.568,0.5500,0.5677,0.5500,-0.0153
133.600,0.5500,0.5675,0.5500,-0.0149
133.632,0.5500,0.5673,0.5500,-0.0146
133.664,0.5500,0.5670,0.5500,-0.0142
133.696,0.5500,0.5668,0.5500,-0.0138
133.728,0.5500,0.5666,0.5500,-0.0134
133.760,0.5500,0.5664,0.5500,-0.0131
133.792,0.5500,0.5661,0.5500,-0.0127
133.824,0.5500,0.5659,0.5500,-0.0123
133.856,0.5500,0.5657,0.5500,-0.0119
133.888,0.5500,0.5655,0.5500,-0.0116
133.920,0.5500,0.5652,0.5500,-0.0112
133.952,0.5500,0.5650,0.5500,-0.0108
133.984,0.5500,0.5648,0.5500,-0.0104
134.016,0.5500,0.5646,0.5500,-0.0100
134.048,0.5500,0.5643,0.5500,-0.0097
134.080,0.5500,0.5641,0.5500,-0.0093
134.112,0.5500,0.5639,0.5500,-0.0089
134.144,0.5500,0.5636,0.5500,-0.0085
134.176,0.5500,0.5634,0.5500,-0.0082
134.208,0.5500,0.5632,0.5500,-0.0078
134.240,0.5500,0.5629,0.5500,-0.0074
134.272,0.5500,0.5627,0.5500,-0.0070
134.304,0.5500,0.5625,0.5500,-0.0067
134.336,0.5500,0.5622,0.5500,-0.0063
134.368,0.5500,0.5620,0.5500,-0.0059
134.400,0.5500,0.5618,0.5500,-0.0055
134.432,0.5500,0.5615,0.5500,-0.0052
134.464,0.5500,0.5613,0.5500,-0.0048
134.496,0.5500,0.5611,0.5500,-0.0044
134.528,0.5500,0.5608,0.5500,-0.0040
134.560,0.5500,0.5606,0.5500,-0.0037
134.592,0.5500,0.5604,0.5500,-0.0033
134.624,0.5500,0.5601,0.5500,-0.0029
134.656,0.5500,0.5599,0.5500,-0.0026
134.688,0.5500,0.5596,0.5500,-0.0022
134.720,0.5500,0.5594,0.5500,-0.0018
134.752,0.5500,0.5592,0.5500,-0.0015
134.784,0.5500,0.5589,0.5500,-0.0011
134.816,0.5500,0.5587,0.5500,-0.0007
134.848,0.5500,0.5584,0.5500,-0.0004
134.880,0.5500,0.5582,0.5500,-0.0000
134.912,0.5500,0.5580,0.5500,0.0003
134.944,0.5500,0.5577,0.5500,0.0007
134.976,0.5500,0.5575,0.5500,0.0011
135.008,0.5500,0.5573,0.5500,0.0014
135.040,0.5500,0.5570,0.5500,0.0018
135.072,0.5500,0.5568,0.5500,0.0021
135.104,0.5500,0.5565,0.5500,0.0025
135.136,0.5500,0.5563,0.5500,0.0028
135.168,0.5500,0.5561,0.5500,0.0032
135.200,0.5500,0.5558,0.5500,0.0035
135.232,0.5500,0.5556,0.5500,0.0039
135.264,0.5500,0.5554,0.5500,0.0042
135.296,0.5500,0.5551,0.5500,0.0046
135.328,0.5500,0.5549,0.5500,0.0049
135.360,0.5500,0.5546,0.5500,0.0053
135.392,0.5500,0.5544,0.5500,0.0056
135.424,0.5500,0.5542,0.5500,0.0059
135.456,0.5500,0.5539,0.5500,0.0063
135.488,0.5500,0.5537,0.5500,0.0066
135.520,0.5500,0.5535,0.5500,0.0070
135.552,0.5500,0.5532,0.5500,0.0073
135.584,0.5500,0.5530,0.5500,0.0076
135.616,0.5500,0.5528,0.5500,0.0079
135.648,0.5500,0.5525,0.5500,0.0083
135.680,0.5500,0.5523,0.5500,0.0086
135.712,0.5500,0.5521,0.5500,0.0089
135.744,0.5500,0.5518,0.5500,0.0093
135.776,0.5500,0.5516,0.5500,0.0096
135.808,0.5500,0.5514,0.5500,0.0099
135.840,0.5500,0.5511,0.5500,0.0102
135.872,0.5500,0.5509,0.5500,0.0105
135.904,0.5500,0.5507,0.5500,0.0109
135.936,0.5500,0.5504,0.5500,0.0112
135.968,0.5500,0.5502,0.5500,0.0115
136.000,0.5500,0.5500,0.5500,0.0118
136.032,0.5500,0.5498,0.5500,0.0121
136.064,0.5500,0.5495,0.5500,0.0124
136.096,0.5500,0.5493,0.5500,0.0127
136.128,0.5500,0.5491,0.5500,0.0130
136.160,0.5500,0.5488,0.5500,0.0133
136.192,0.5500,0.5486,0.5500,0.0136
136.224,0.5500,0.5484,0.5500,0.0139
136.256,0.5500,0.5482,0.5500,0.0142
136.288,0.5500,0.5480,0.5500,0.0145
136.320,0.5500,0.5477,0.5500,0.0148
136.352,0.5500,0.5475,0.5500,0.0151
136.384,0.5500,0.5473,0.5500,0.0154
136.416,0.5500,0.5471,0.5500,0.0156
136.448,0.5500,0.5469,0.5500,0.0159
136.480,0.5500,0.5466,0.5500,0.0162
136.512,0.5500,0.5464,0.5500,0.0165
136.544,0.5500,0.5462,0.5500,0.0167
136.576,0.5500,0.5460,0.5500,0.0170
136.608,0.5500,0.5458,0.5500,0.0173
136.640,0.5500,0.5456,0.5500,0.0176
136.672,0.5500,0.5454,0.5500,0.0178
136.704,0.5500,0.5452,0.5500,0.0181
136.736,0.5500,0.5449,0.5500,0.0183
136.768,0.5500,0.5447,0.5500,0.0186
136.800,0.5500,0.5445,0.5500,0.0189
136.832,0.5500,0.5443,0.5500,0.0191
136.864,0.5500,0.5441,0.5500,0.0194
136.896,0.5500,0.5439,0.5500,0.0196
136.928,0.5500,0.5437,0.5500,0.0199
136.960,0.5500,0.5435,0.5500,0.0201
136.992,0.5500,0.5433,0.5500,0.0203
137.024,0.5500,0.5431,0.5500,0.0206
137.056,0.5500,0.5429,0.5500,0.0208
137.088,0.5500,0.5427,0.5500,0.0211
137.120,0.5500,0.5425,0.5500,0.0213
137.152,0.5500,0.5423,0.5500,0.0215
137.184,0.5500,0.5421,0.5500,0.0217
137.216,0.5500,0.5419,0.5500,0.0220
137.248,0.5500,0.5418,0.5500,0.0222
137.280,0.5500,0.5416,0.5500,0.0224
137.312,0.5500,0.5414,0.5500,0.0226
137.344,0.5500,0.5412,0.5500,0.0228
137.376,0.5500,0.5410,0.5500,0.0231
137.408,0.5500,0.5408,0.5500,0.0233
137.440,0.5500,0.5406,0.5500,0.0235
137.472,0.5500,0.5405,0.5500,0.0237
137.504,0.5500,0.5403,0.5500,0.0239
137.536,0.5500,0.5401,0.5500,0.0241
137.568,0.5500,0.5399,0.5500,0.0243
137.600,0.5500,0.5397,0.5500,0.0245
137.632,0.5500,0.5396,0.5500,0.0247
137.664,0.5500,0.5394,0.5500,0.0248
137.696,0.5500,0.5392,0.5500,0.0250
137.728,0.5500,0.5391,0.5500,0.0252
137.760,0.5500,0.5389,0.5500,0.0254
137.792,0.5500,0.5387,0.5500,0.0256
137.824,0.5500,0.5386,0.5500,0.0257
137.856,0.5500,0.5384,0.5500,0.0259
137.888,0.5500,0.5382,0.5500,0.0261
137.920,0.5500,0.5381,0.5500,0.0262
137.952,0.5500,0.5379,0.5500,0.0264
137.984,0.5500,0.5377,0.5500,0.0266
138.016,0.5500,0.5376,0.5500,0.0267
138.048,0.5500,0.5374,0.5500,0.0269
138.080,0.5500,0.5373,0.5500,0.0270
138.112,0.5500,0.5371,0.5500,0.0272
138.144,0.5500,0.5370,0.5500,0.0273
138.176,0.5500,0.5368,0.5500,0.0275
138.208,0.5500,0.5367,0.5500,0.0276
138.240,0.5500,0.5365,0.5500,0.0277
138.272,0.5500,0.5364,0.5500,0.0279
138.304,0.5500,0.5362,0.5500,0.0280
138.336,0.5500,0.5361,0.5500,0.0281
138.368,0.5500,0.5360,0.5500,0.0283
138.400,0.5500,0.5358,0.5500,0.0284
138.432,0.5500,0.5357,0.5500,0.0285
138.464,0.5500,0.5355,0.5500,0.0287
138.496,0.5500,0.5354,0.5500,0.0288
138.528,0.5500,0.5353,0.5500,0.0289
138.560,0.5500,0.5351,0.5500,0.0291
138.592,0.5500,0.5350,0.5500,0.0292
138.624,0.5500,0.5349,0.5500,0.0293
138.656,0.5500,0.5348,0.5500,0.0294
138.688,0.5500,0.5346,0.5500,0.0295
138.720,0.5500,0.5345,0.5500,0.0296
138.752,0.5500,0.5344,0.5500,0.0297
138.784,0.5500,0.5343,0.5500,0.0298
138.816,0.5500,0.5341,0.5500,0.0299
138.848,0.5500,0.5340,0.5500,0.0300
138.880,0.5500,0.5339,0.5500,0.0301
138.912,0.5500,0.5338,0.5500,0.0302
138.944,0.5500,0.5337,0.5500,0.0303
138.976,0.5500,0.5336,0.5500,0.0304
139.008,0.5500,0.5335,0.5500,0.0304
139.040,0.5500,0.5334,0.5500,0.0305
139.072,0.5500,0.5333,0.5500,0.0306
139.104,0.5500,0.5331,0.5500,0.0306
139.136,0.5500,0.5330,0.5500,0.0307
139.168,0.5500,0.5329,0.5500,0.0307
139.200,0.5500,0.5329,0.5500,0.0308
139.232,0.5500,0.5328,0.5500,0.0308
139.264,0.5500,0.5327,0.5500,0.0308
139.296,0.5500,0.5326,0.5500,0.0309
139.328,0.5500,0.5325,0.5500,0.0309
139.360,0.5500,0.5324,0.5500,0.0310
139.392,0.5500,0.5323,0.5500,0.0310
139.424,0.5500,0.5322,0.5500,0.0310
139.456,0.5500,0.5321,0.5500,0.0310
139.488,0.5500,0.5321,0.5500,0.0311
139.520,0.5500,0.5320,0.5500,0.0311
139.552,0.5500,0.5319,0.5500,0.0311
139.584,0.5500,0.5318,0.5500,0.0311
139.616,0.5500,0.5318,0.5500,0.0311
139.648,0.5500,0.5317,0.5500,0.0311
139.680,0.5500,0.5316,0.5500,0.0312
139.712,0.5500,0.5315,0.5500,0.0312
139.744,0.5500,0.5315,0.5500,0.0312
139.776,0.5500,0.5314,0.5500,0.0312
139.808,0.5500,0.5314,0.5500,0.0312
139.840,0.5500,0.5313,0.5500,0.0312
139.872,0.5500,0.5312,0.5500,0.0311
139.904,0.5500,0.5312,0.5500,0.0311
139.936,0.5500,0.5311,0.5500,0.0311
139.968,0.5500,0.5311,0.5500,0.0311
140.000,0.5500,0.5310,0.5500,0.0311
140.032,0.5500,0.5310,0.5500,0.0311
140.064,0.5500,0.5309,0.5500,0.0310
140.096,0.5500,0.5309,0.5500,0.0310
140.128,0.5500,0.5308,0.5500,0.0310
140.160,0.5500,0.5308,0.5500,0.0309
140.192,0.5500,0.5308,0.5500,0.0309
140.224,0.5500,0.5307,0.5500,0.0309
140.256,0.5500,0.5307,0.5500,0.0308
140.288,0.5500,0.5306,0.5500,0.0308
140.320,0.5500,0.5306,0.5500,0.0307
140.352,0.5500,0.5306,0.5500,0.0307
140.384,0.5500,0.5306,0.5500,0.0306
140.416,0.5500,0.5305,0.5500,0.0306
140.448,0.5500,0.5305,0.5500,0.0305
140.480,0.5500,0.5305,0.5500,0.0304
140.512,0.5500,0.5305,0.5500,0.0304
140.544,0.5500,0.5304,0.5500,0.0303
140.576,0.5500,0.5304,0.5500,0.0302
140.608,0.5500,0.5304,0.5500,0.0302
140.640,0.5500,0.5304,0.5500,0.0301
140.672,0.5500,0.5304,0.5500,0.0300
140.704,0.5500,0.5304,0.5500,0.0299
140.736,0.5500,0.5304,0.5500,0.0299
140.768,0.5500,0.5304,0.5500,0.0298
140.800,0.5500,0.5304,0.5500,0.0297
140.832,0.5500,0.5304,0.5500,0.0296
140.864,0.5500,0.5304,0.5500,0.0295
140.896,0.5500,0.5304,0.5500,0.0294
140.928,0.5500,0.5304,0.5500,0.0293
140.960,0.5500,0.5304,0.5500,0.0292
140.992,0.5500,0.5304,0.5500,0.0291
141.024,0.5500,0.5304,0.5500,0.0290
141.056,0.5500,0.5304,0.5500,0.0289
141.088,0.5500,0.5304,0.5500,0.0288
141.120,0.5500,0.5304,0.5500,0.0287
141.152,0.5500,0.5304,0.5500,0.0286
141.184,0.5500,0.5304,0.5500,0.0285
141.216,0.5500,0.5305,0.5500,0.0284
141.248,0.5500,0.5305,0.5500,0.0282
141.280,0.5500,0.5305,0.5500,0.0281
141.312,0.5500,0.5305,0.5500,0.0280
141.344,0.5500,0.5305,0.5500,0.0279
141.376,0.5500,0.5306,0.5500,0.0278
141.408,0.5500,0.5306,0.5500,0.0276
141.440,0.5500,0.5306,0.5500,0.0275
141.472,0.5500,0.5307,0.5500,0.0274
141.504,0.5500,0.5307,0.5500,0.0272
141.536,0.5500,0.5307,0.5500,0.0271
141.568,0.5500,0.5308,0.5500,0.0269
141.600,0.5500,0.5308,0.5500,0.0268
141.632,0.5500,0.5308,0.5500,0.0267
141.664,0.5500,0.5309,0.5500,0.0265
141.696,0.5500,0.5309,0.5500,0.0264
141.728,0.5500,0.5310,0.5500,0.0262
141.760,0.5500,0.5310,0.5500,0.0261
141.792,0.5500,0.5311,0.5500,0.0259
141.824,0.5500,0.5311,0.5500,0.0258
141.856,0.5500,0.5312,0.5500,0.0256
141.888,0.5500,0.5312,0.5500,0.0254
141.920,0.5500,0.5313,0.5500,0.0253
141.952,0.5500,0.5313,0.5500,0.0251
141.984,0.5500,0.5314,0.5500,0.0249
142.016,0.5500,0.5315,0.5500,0.0248
142.048,0.5500,0.5315,0.5500,0.0246
142.080,0.5500,0.5316,0.5500,0.0244
142.112,0.5500,0.5316,0.5500,0.0243
142.144,0.5500,0.5317,0.5500,0.0241
142.176,0.5500,0.5318,0.5500,0.0239
142.208,0.5500,0.5318,0.5500,0.0238
142.240,0.5500,0.5319,0.5500,0.0236
142.272,0.5500,0.5320,0.5500,0.0234
142.304,0.5500,0.5320,0.5500,0.0232
142.336,0.5500,0.5321,0.5500,0.0230
142.368,0.5500,0.5322,0.5500,0.0228
142.400,0.5500,0.5323,0.5500,0.0227
142.432,0.5500,0.5324,0.5500,0.0225
142.464,0.5500,0.5324,0.5500,0.0223
142.496,0.5500,0.5325,0.5500,0.0221
142.528,0.5500,0.5326,0.5500,0.0219
142.560,0.5500,0.5327,0.5500,0.0217
142.592,0.5500,0.5328,0.5500,0.0215
142.624,0.5500,0.5328,0.5500,0.0213
142.656,0.5500,0.5329,0.5500,0.0211
142.688,0.5500,0.5330,0.5500,0.0209
142.720,0.5500,0.5331,0.5500,0.0207
142.752,0.5500,0.5332,0.5500,0.0205
142.784,0.5500,0.5333,0.5500,0.0203
142.816,0.5500,0.5334,0.5500,0.0201
142.848,0.5500,0.5335,0.5500,0.0199
142.880,0.5500,0.5336,0.5500,0.0197
142.912,0.5500,0.5337,0.5500,0.0195
142.944,0.5500,0.5338,0.5500,0.0193
142.976,0.5500,0.5339,0.5500,0.0191
143.008,0.5500,0.5340,0.5500,0.0189
143.040,0.5500,0.5341,0.5500,0.0186
143.072,0.5500,0.5342,0.5500,0.0184
143.104,0.5500,0.5343,0.5500,0.0182
143.136,0.5500,0.5344,0.5500,0.0180
143.168,0.5500,0.5345,0.5500,0.0178
143.200,0.5500,0.5346,0.5500,0.0176
143.232,0.5500,0.5347,0.5500,0.0174
143.264,0.5500,0.5348,0.5500,0.0171
143.296,0.5500,0.5349,0.5500,0.0169
143.328,0.5500,0.5350,0.5500,0.0167
143.360,0.5500,0.5351,0.5500,0.0165
143.392,0.5500,0.5353,0.5500,0.0163
143.424,0.5500,0.5354,0.5500,0.0160
143.456,0.5500,0.5355,0.5500,0.0158
143.488,0.5500,0.5356,0.5500,0.0156
143.520,0.5500,0.5357,0.5500,0.0154
