time,target,y,error,steer
67.104,0.5000,0.5014,0.5000,-0.0044
67.136,0.5000,0.5015,0.5000,-0.0045
67.168,0.5000,0.5015,0.5000,-0.0046
67.200,0.5000,0.5015,0.5000,-0.0046
67.232,0.5000,0.5016,0.5000,-0.0047
67.264,0.5000,0.5016,0.5000,-0.0047
67.296,0.5000,0.5017,0.5000,-0.0048
67.328,0.5000,0.5017,0.5000,-0.0048
67.360,0.5000,0.5018,0.5000,-0.0049
67.392,0.5000,0.5018,0.5000,-0.0049
67.424,0.5000,0.5019,0.5000,-0.0050
67.456,0.5000,0.5019,0.5000,-0.0050
67.488,0.5000,0.5019,0.5000,-0.0051
67.520,0.5000,0.5020,0.5000,-0.0051
67.552,0.5000,0.5020,0.5000,-0.0052
67.584,0.5000,0.5021,0.5000,-0.0052
67.616,0.5000,0.5021,0.5000,-0.0053
67.648,0.5000,0.5021,0.5000,-0.0053
67.680,0.5000,0.5022,0.5000,-0.0053
67.712,0.5000,0.5022,0.5000,-0.0054
67.744,0.5000,0.5023,0.5000,-0.0054
67.776,0.5000,0.5023,0.5000,-0.0055
67.808,0.5000,0.5023,0.5000,-0.0055
67.840,0.5000,0.5024,0.5000,-0.0056
67.872,0.5000,0.5024,0.5000,-0.0056
67.904,0.5000,0.5025,0.5000,-0.0056
67.936,0.5000,0.5025,0.5000,-0.0057
67.968,0.5000,0.5025,0.5000,-0.0057
68.000,0.5000,0.5026,0.5000,-0.0058
68.032,0.5000,0.5026,0.5000,-0.0058
68.064,0.5000,0.5026,0.5000,-0.0058
68.096,0.5000,0.5027,0.5000,-0.0059
68.128,0.5000,0.5027,0.5000,-0.0059
68.160,0.5000,0.5027,0.5000,-0.0059
68.192,0.5000,0.5028,0.5000,-0.0060
68.224,0.5000,0.5028,0.5000,-0.0060
68.256,0.5000,0.5028,0.5000,-0.0060
68.288,0.5000,0.5029,0.5000,-0.0061
68.320,0.5000,0.5029,0.5000,-0.0061
68.352,0.5000,0.5030,0.5000,-0.0061
68.384,0.5000,0.5030,0.5000,-0.0062
68.416,0.5000,0.5030,0.5000,-0.0062
68.448,0.5000,0.5030,0.5000,-0.0062
68.480,0.5000,0.5031,0.5000,-0.0063
68.512,0.5000,0.5031,0.5000,-0.0063
68.544,0.5000,0.5031,0.5000,-0.0063
68.576,0.5000,0.5032,0.5000,-0.0063
68.608,0.5000,0.5032,0.5000,-0.0064
68.640,0.5000,0.5032,0.5000,-0.0064
68.672,0.5000,0.5033,0.5000,-0.0064
68.704,0.5000,0.5033,0.5000,-0.0064
68.736,0.5000,0.5033,0.5000,-0.0065
68.768,0.5000,0.5034,0.5000,-0.0065
68.800,0.5000,0.5034,0.5000,-0.0065
68.832,0.5000,0.5034,0.5000,-0.0065
68.864,0.5000,0.5034,0.5000,-0.0066
68.896,0.5000,0.5035,0.5000,-0.0066
68.928,0.5000,0.5035,0.5000,-0.0066
68.960,0.5000,0.5035,0.5000,-0.0066
68.992,0.5000,0.5035,0.5000,-0.0066
69.024,0.5000,0.5036,0.5000,-0.0067
69.056,0.5000,0.5036,0.5000,-0.0067
69.088,0.5000,0.5036,0.5000,-0.0067
69.120,0.5000,0.5036,0.5000,-0.0067
69.152,0.5000,0.5037,0.5000,-0.0067
69.184,0.5000,0.5037,0.5000,-0.0067
69.216,0.5000,0.5037,0.5000,-0.0068
69.248,0.5000,0.5037,0.5000,-0.0068
69.280,0.5000,0.5038,0.5000,-0.0068
69.312,0.5000,0.5038,0.5000,-0.0068
69.344,0.5000,0.5038,0.5000,-0.0068
69.376,0.5000,0.5038,0.5000,-0.0068
69.408,0.5000,0.5038,0.5000,-0.0068
69.440,0.5000,0.5039,0.5000,-0.0068
69.472,0.5000,0.5039,0.5000,-0.0068
69.504,0.5000,0.5039,0.5000,-0.0068
69.536,0.5000,0.5039,0.5000,-0.0069
69.568,0.5000,0.5039,0.5000,-0.0069
69.600,0.5000,0.5040,0.5000,-0.0069
69.632,0.5000,0.5040,0.5000,-0.0069
69.664,0.5000,0.5040,0.5000,-0.0069
69.696,0.5000,0.5040,0.5000,-0.0069
69.728,0.5000,0.5040,0.5000,-0.0069
69.760,0.5000,0.5040,0.5000,-0.0069
69.792,0.5000,0.5041,0.5000,-0.0069
69.824,0.5000,0.5041,0.5000,-0.0069
69.856,0.5000,0.5041,0.5000,-0.0069
69.888,0.5000,0.5041,0.5000,-0.0069
69.920,0.5000,0.5041,0.5000,-0.0069
69.952,0.5000,0.5041,0.5000,-0.0069
69.984,0.5000,0.5041,0.5000,-0.0069
70.016,0.5000,0.5042,0.5000,-0.0069
70.048,0.5000,0.5042,0.5000,-0.0069
70.080,0.5000,0.5042,0.5000,-0.0069
70.112,0.5000,0.5042,0.5000,-0.0069
70.144,0.5000,0.5042,0.5000,-0.0069
70.176,0.5000,0.5042,0.5000,-0.0069
70.208,0.5000,0.5042,0.5000,-0.0069
70.240,0.5000,0.5042,0.5000,-0.0069
70.272,0.5000,0.5042,0.5000,-0.0069
70.304,0.5000,0.5042,0.5000,-0.0069
70.336,0.5000,0.5043,0.5000,-0.0068
70.368,0.5000,0.5043,0.5000,-0.0068
70.400,0.5000,0.5043,0.5000,-0.0068
70.432,0.5000,0.5043,0.5000,-0.0068
70.464,0.5000,0.5043,0.5000,-0.0068
70.496,0.5000,0.5043,0.5000,-0.0068
70.528,0.5000,0.5043,0.5000,-0.0068
70.560,0.5000,0.5043,0.5000,-0.0068
70.592,0.5000,0.5043,0.5000,-0.0068
70.624,0.5000,0.5043,0.5000,-0.0067
70.656,0.5000,0.5043,0.5000,-0.0067
70.688,0.5000,0.5043,0.5000,-0.0067
70.720,0.5000,0.5043,0.5000,-0.0067
70.752,0.5000,0.5043,0.5000,-0.0067
70.784,0.5000,0.5043,0.5000,-0.0067
70.816,0.5000,0.5043,0.5000,-0.0067
70.848,0.5000,0.5043,0.5000,-0.0066
70.880,0.5000,0.5043,0.5000,-0.0066
70.912,0.5000,0.5043,0.5000,-0.0066
70.944,0.5000,0.5043,0.5000,-0.0066
70.976,0.5000,0.5043,0.5000,-0.0066
71.008,0.5000,0.5043,0.5000,-0.0065
71.040,0.5000,0.5043,0.5000,-0.0065
71.072,0.5000,0.5043,0.5000,-0.0065
71.104,0.5000,0.5043,0.5000,-0.0065
71.136,0.5000,0.5043,0.5000,-0.0065
71.168,0.5000,0.5043,0.5000,-0.0064
71.200,0.5000,0.5043,0.5000,-0.0064
71.232,0.5000,0.5043,0.5000,-0.0064
71.264,0.5000,0.5043,0.5000,-0.0064
71.296,0.5000,0.5043,0.5000,-0.0063
71.328,0.5000,0.5043,0.5000,-0.0063
71.360,0.5000,0.5043,0.5000,-0.0063
71.392,0.5000,0.5043,0.5000,-0.0063
71.424,0.5000,0.5043,0.5000,-0.0062
71.456,0.5000,0.5043,0.5000,-0.0062
71.488,0.5000,0.5043,0.5000,-0.0062
71.520,0.5000,0.5043,0.5000,-0.0062
71.552,0.5000,0.5043,0.5000,-0.0061
71.584,0.5000,0.5043,0.5000,-0.0061
71.616,0.5000,0.5043,0.5000,-0.0061
71.648,0.5000,0.5043,0.5000,-0.0060
71.680,0.5000,0.5043,0.5000,-0.0060
71.712,0.5000,0.5043,0.5000,-0.0060
71.744,0.5000,0.5043,0.5000,-0.0060
71.776,0.5000,0.5042,0.5000,-0.0059
71.808,0.5000,0.5042,0.5000,-0.0059
71.840,0.5000,0.5042,0.5000,-0.0059
71.872,0.5000,0.5042,0.5000,-0.0058
71.904,0.5000,0.5042,0.5000,-0.0058
71.936,0.5000,0.5042,0.5000,-0.0058
71.968,0.5000,0.5042,0.5000,-0.0057
72.000,0.5000,0.5042,0.5000,-0.0057
72.032,0.5000,0.5042,0.5000,-0.0057
72.064,0.5000,0.5042,0.5000,-0.0056
72.096,0.5000,0.5041,0.5000,-0.0056
72.128,0.5000,0.5041,0.5000,-0.0055
72.160,0.5000,0.5041,0.5000,-0.0055
72.192,0.5000,0.5041,0.5000,-0.0055
72.224,0.5000,0.5041,0.5000,-0.0054
72.256,0.5000,0.5041,0.5000,-0.0054
72.288,0.5000,0.5041,0.5000,-0.0054
72.320,0.5000,0.5040,0.5000,-0.0053
72.352,0.5000,0.5040,0.5000,-0.0053
72.384,0.5000,0.5040,0.5000,-0.0052
72.416,0.5000,0.5040,0.5000,-0.0052
72.448,0.5000,0.5040,0.5000,-0.0051
72.480,0.5000,0.5040,0.5000,-0.0051
72.512,0.5000,0.5039,0.5000,-0.0051
72.544,0.5000,0.5039,0.5000,-0.0050
72.576,0.5000,0.5039,0.5000,-0.0050
72.608,0.5000,0.5039,0.5000,-0.0049
72.640,0.5000,0.5039,0.5000,-0.0049
72.672,0.5000,0.5039,0.5000,-0.0048
72.704,0.5000,0.5038,0.5000,-0.0048
72.736,0.5000,0.5038,0.5000,-0.0048
72.768,0.5000,0.5038,0.5000,-0.0047
72.800,0.5000,0.5038,0.5000,-0.0047
72.832,0.5000,0.5038,0.5000,-0.0046
72.864,0.5000,0.5037,0.5000,-0.0046
72.896,0.5000,0.5037,0.5000,-0.0045
72.928,0.5000,0.5037,0.5000,-0.0045
72.960,0.5000,0.5037,0.5000,-0.0044
72.992,0.5000,0.5037,0.5000,-0.0044
73.024,0.5000,0.5036,0.5000,-0.0043
73.056,0.5000,0.5036,0.5000,-0.0043
73.088,0.5000,0.5036,0.5000,-0.0042
73.120,0.5000,0.5036,0.5000,-0.0042
73.152,0.5000,0.5035,0.5000,-0.0041
73.184,0.5000,0.5035,0.5000,-0.0041
73.216,0.5000,0.5035,0.5000,-0.0040
73.248,0.5000,0.5035,0.5000,-0.0040
73.280,0.5000,0.5035,0.5000,-0.0040
73.312,0.5000,0.5034,0.5000,-0.0039
73.344,0.5000,0.5034,0.5000,-0.0038
73.376,0.5000,0.5034,0.5000,-0.0038
73.408,0.5000,0.5034,0.5000,-0.0037
73.440,0.5000,0.5033,0.5000,-0.0037
73.472,0.5000,0.5033,0.5000,-0.0036
73.504,0.5000,0.5033,0.5000,-0.0036
73.536,0.5000,0.5033,0.5000,-0.0035
73.568,0.5000,0.5032,0.5000,-0.0035
73.600,0.5000,0.5032,0.5000,-0.0034
73.632,0.5000,0.5032,0.5000,-0.0034
73.664,0.5000,0.5031,0.5000,-0.0033
73.696,0.5000,0.5031,0.5000,-0.0033
73.728,0.5000,0.5031,0.5000,-0.0032
73.760,0.5000,0.5031,0.5000,-0.0032
73.792,0.5000,0.5030,0.5000,-0.0031
73.824,0.5000,0.5030,0.5000,-0.0031
73.856,0.5000,0.5030,0.5000,-0.0030
73.888,0.5000,0.5030,0.5000,-0.0030
73.920,0.5000,0.5029,0.5000,-0.0029
73.952,0.5000,0.5029,0.5000,-0.0029
73.984,0.5000,0.5029,0.5000,-0.0028
74.016,0.5000,0.5028,0.5000,-0.0028
74.048,0.5000,0.5028,0.5000,-0.0027
74.080,0.5000,0.5028,0.5000,-0.0026
74.112,0.5000,0.5027,0.5000,-0.0026
74.144,0.5000,0.5027,0.5000,-0.0025
74.176,0.5000,0.5027,0.5000,-0.0025
74.208,0.5000,0.5027,0.5000,-0.0024
74.240,0.5000,0.5026,0.5000,-0.0024
74.272,0.5000,0.5026,0.5000,-0.0023
74.304,0.5000,0.5026,0.5000,-0.0023
74.336,0.5000,0.5025,0.5000,-0.0022
74.368,0.5000,0.5025,0.5000,-0.0022
74.400,0.5000,0.5025,0.5000,-0.0021
74.432,0.5000,0.5024,0.5000,-0.0020
74.464,0.5000,0.5024,0.5000,-0.0020
74.496,0.5000,0.5024,0.5000,-0.0019
74.528,0.5000,0.5023,0.5000,-0.0019
74.560,0.5000,0.5023,0.5000,-0.0018
74.592,0.5000,0.5023,0.5000,-0.0018
74.624,0.5000,0.5022,0.5000,-0.0017
74.656,0.5000,0.5022,0.5000,-0.0017
74.688,0.5000,0.5022,0.5000,-0.0016
74.720,0.5000,0.5022,0.5000,-0.0015
74.752,0.5000,0.5021,0.5000,-0.0015
74.784,0.5000,0.5021,0.5000,-0.0014
74.816,0.5000,0.5021,0.5000,-0.0014
74.848,0.5000,0.5020,0.5000,-0.0013
74.880,0.5000,0.5020,0.5000,-0.0013
74.912,0.5000,0.5020,0.5000,-0.0012
74.944,0.5000,0.5019,0.5000,-0.0012
74.976,0.5000,0.5019,0.5000,-0.0011
75.008,0.5000,0.5019,0.5000,-0.0011
75.040,0.5000,0.5018,0.5000,-0.0010
75.072,0.5000,0.5018,0.5000,-0.0009
75.104,0.5000,0.5018,0.5000,-0.0009
75.136,0.5000,0.5017,0.5000,-0.0008
75.168,0.5000,0.5017,0.5000,-0.0008
75.200,0.5000,0.5016,0.5000,-0.0007
75.232,0.5000,0.5016,0.5000,-0.0007
75.264,0.5000,0.5016,0.5000,-0.0006
75.296,0.5000,0.5015,0.5000,-0.0006
75.328,0.5000,0.5015,0.5000,-0.0005
75.360,0.5000,0.5015,0.5000,-0.0004
75.392,0.5000,0.5014,0.5000,-0.0004
75.424,0.5000,0.5014,0.5000,-0.0003
75.456,0.5000,0.5014,0.5000,-0.0003
75.488,0.5000,0.5013,0.5000,-0.0002
75.520,0.5000,0.5013,0.5000,-0.0002
75.552,0.5000,0.5013,0.5000,-0.0001
75.584,0.5000,0.5012,0.5000,-0.0001
75.616,0.5000,0.5012,0.5000,-0.0000
75.648,0.5000,0.5012,0.5000,0.0000
75.680,0.5000,0.5011,0.5000,0.0001
75.712,0.5000,0.5011,0.5000,0.0001
75.744,0.5000,0.5011,0.5000,0.0002
75.776,0.5000,0.5010,0.5000,0.0003
75.808,0.5000,0.5010,0.5000,0.0003
75.840,0.5000,0.5010,0.5000,0.0004
75.872,0.5000,0.5009,0.5000,0.0004
75.904,0.5000,0.5009,0.5000,0.0005
75.936,0.5000,0.5009,0.5000,0.0005
75.968,0.5000,0.5008,0.5000,0.0006
76.000,0.5000,0.5008,0.5000,0.0006
76.032,0.5000,0.5008,0.5000,0.0007
76.064,0.5000,0.5007,0.5000,0.0007
76.096,0.5000,0.5007,0.5000,0.0008
76.128,0.5000,0.5006,0.5000,0.0008
76.160,0.5000,0.5006,0.5000,0.0009
76.192,0.5000,0.5006,0.5000,0.0009
76.224,0.5000,0.5005,0.5000,0.0010
76.256,0.5000,0.5005,0.5000,0.0010
76.288,0.5000,0.5005,0.5000,0.0011
76.320,0.5000,0.5004,0.5000,0.0011
76.352,0.5000,0.5004,0.5000,0.0012
76.384,0.5000,0.5004,0.5000,0.0012
76.416,0.5000,0.5003,0.5000,0.0013
76.448,0.5000,0.5003,0.5000,0.0013
76.480,0.5000,0.5003,0.5000,0.0014
76.512,0.5000,0.5002,0.5000,0.0014
76.544,0.5000,0.5002,0.5000,0.0015
76.576,0.5000,0.5002,0.5000,0.0015
76.608,0.5000,0.5001,0.5000,0.0016
76.640,0.5000,0.5001,0.5000,0.0016
76.672,0.5000,0.5001,0.5000,0.0016
76.704,0.5000,0.5000,0.5000,0.0017
76.736,0.5000,0.5000,0.5000,0.0017
76.768,0.5000,0.5000,0.5000,0.0018
76.800,0.5000,0.4999,0.5000,0.0018
76.832,0.5000,0.4999,0.5000,0.0019
76.864,0.5000,0.4999,0.5000,0.0019
76.896,0.5000,0.4998,0.5000,0.0020
76.928,0.5000,0.4998,0.5000,0.0020
76.960,0.5000,0.4998,0.5000,0.0021
76.992,0.5000,0.4997,0.5000,0.0021
77.024,0.5000,0.4997,0.5000,0.0021
77.056,0.5000,0.4997,0.5000,0.0022
77.088,0.5000,0.4996,0.5000,0.0022
77.120,0.5000,0.4996,0.5000,0.0023
77.152,0.5000,0.4996,0.5000,0.0023
77.184,0.5000,0.4995,0.5000,0.0024
77.216,0.5000,0.4995,0.5000,0.0024
77.248,0.5000,0.4995,0.5000,0.0024
77.280,0.5000,0.4994,0.5000,0.0025
77.312,0.5000,0.4994,0.5000,0.0025
77.344,0.5000,0.4994,0.5000,0.0026
77.376,0.5000,0.4993,0.5000,0.0026
77.408,0.5000,0.4993,0.5000,0.0026
77.440,0.5000,0.4993,0.5000,0.0027
77.472,0.5000,0.4993,0.5000,0.0027
77.504,0.5000,0.4992,0.5000,0.0028
77.536,0.5000,0.4992,0.5000,0.0028
77.568,0.5000,0.4992,0.5000,0.0028
77.600,0.5000,0.4991,0.5000,0.0029
77.632,0.5000,0.4991,0.5000,0.0029
77.664,0.5000,0.4991,0.5000,0.0029
77.696,0.5000,0.4990,0.5000,0.0030
77.728,0.5000,0.4990,0.5000,0.0030
77.760,0.5000,0.4990,0.5000,0.0031
77.792,0.5000,0.4989,0.5000,0.0031
77.824,0.5000,0.4989,0.5000,0.0031
77.856,0.5000,0.4989,0.5000,0.0032
77.888,0.5000,0.4989,0.5000,0.0032
77.920,0.5000,0.4988,0.5000,0.0032
77.952,0.5000,0.4988,0.5000,0.0033
77.984,0.5000,0.4988,0.5000,0.0033
78.016,0.5000,0.4987,0.5000,0.0033
78.048,0.5000,0.4987,0.5000,0.0034
78.080,0.5000,0.4987,0.5000,0.0034
78.112,0.5000,0.4987,0.5000,0.0034
78.144,0.5000,0.4986,0.5000,0.0035
78.176,0.5000,0.4986,0.5000,0.0035
78.208,0.5000,0.4986,0.5000,0.0035
78.240,0.5000,0.4986,0.5000,0.0036
78.272,0.5000,0.4985,0.5000,0.0036
78.304,0.5000,0.4985,0.5000,0.0036
78.336,0.5000,0.4985,0.5000,0.0036
78.368,0.5000,0.4984,0.5000,0.0037
78.400,0.5000,0.4984,0.5000,0.0037
78.432,0.5000,0.4984,0.5000,0.0037
78.464,0.5000,0.4984,0.5000,0.0038
78.496,0.5000,0.4983,0.5000,0.0038
78.528,0.5000,0.4983,0.5000,0.0038
78.560,0.5000,0.4983,0.5000,0.0038
78.592,0.5000,0.4983,0.5000,0.0039
78.624,0.5000,0.4982,0.5000,0.0039
78.656,0.5000,0.4982,0.5000,0.0039
78.688,0.5000,0.4982,0.5000,0.0039
78.720,0.5000,0.4982,0.5000,0.0040
78.752,0.5000,0.4982,0.5000,0.0040
78.784,0.5000,0.4981,0.5000,0.0040
78.816,0.5000,0.4981,0.5000,0.0040
78.848,0.5000,0.4981,0.5000,0.0040
78.880,0.5000,0.4981,0.5000,0.0041
78.912,0.5000,0.4980,0.5000,0.0041
78.944,0.5000,0.4980,0.5000,0.0041
78.976,0.5000,0.4980,0.5000,0.0041
79.008,0.5000,0.4980,0.5000,0.0041
79.040,0.5000,0.4980,0.5000,0.0042
79.072,0.5000,0.4979,0.5000,0.0042
79.104,0.5000,0.4979,0.5000,0.0042
79.136,0.5000,0.4979,0.5000,0.0042
79.168,0.5000,0.4979,0.5000,0.0042
79.200,0.5000,0.4978,0.5000,0.0043
79.232,0.5000,0.4978,0.5000,0.0043
79.264,0.5000,0.4978,0.5000,0.0043
79.296,0.5000,0.4978,0.5000,0.0043
79.328,0.5000,0.4978,0.5000,0.0043
79.360,0.5000,0.4978,0.5000,0.0043
79.392,0.5000,0.4977,0.5000,0.0044
79.424,0.5000,0.4977,0.5000,0.0044
79.456,0.5000,0.4977,0.5000,0.0044
79.488,0.5000,0.4977,0.5000,0.0044
79.520,0.5000,0.4977,0.5000,0.0044
79.552,0.5000,0.4976,0.5000,0.0044
79.584,0.5000,0.4976,0.5000,0.0044
79.616,0.5000,0.4976,0.5000,0.0045
79.648,0.5000,0.4976,0.5000,0.0045
79.680,0.5000,0.4976,0.5000,0.0045
79.712,0.5000,0.4976,0.5000,0.0045
79.744,0.5000,0.4975,0.5000,0.0045
79.776,0.5000,0.4975,0.5000,0.0045
79.808,0.5000,0.4975,0.5000,0.0045
79.840,0.5000,0.4975,0.5000,0.0045
79.872,0.5000,0.4975,0.5000,0.0045
79.904,0.5000,0.4975,0.5000,0.0045
79.936,0.5000,0.4975,0.5000,0.0045
79.968,0.5000,0.4974,0.5000,0.0046
80.000,0.5000,0.4974,0.5000,0.0046
80.032,0.5000,0.4974,0.5000,0.0046
80.064,0.5000,0.4974,0.5000,0.0046
80.096,0.5000,0.4974,0.5000,0.0046
80.128,0.5000,0.4974,0.5000,0.0046
80.160,0.5000,0.4974,0.5000,0.0046
80.192,0.5000,0.4974,0.5000,0.0046
80.224,0.5000,0.4973,0.5000,0.0046
80.256,0.5000,0.4973,0.5000,0.0046
80.288,0.5000,0.4973,0.5000,0.0046
80.320,0.5000,0.4973,0.5000,0.0046
80.352,0.5000,0.4973,0.5000,0.0046
80.384,0.5000,0.4973,0.5000,0.0046
80.416,0.5000,0.4973,0.5000,0.0046
80.448,0.5000,0.4973,0.5000,0.0046
80.480,0.5000,0.4973,0.5000,0.0046
80.512,0.5000,0.4972,0.5000,0.0046
80.544,0.5000,0.4972,0.5000,0.0046
80.576,0.5000,0.4972,0.5000,0.0046
80.608,0.5000,0.4972,0.5000,0.0046
80.640,0.5000,0.4972,0.5000,0.0046
80.672,0.5000,0.4972,0.5000,0.0046
80.704,0.5000,0.4972,0.5000,0.0046
80.736,0.5000,0.4972,0.5000,0.0046
80.768,0.5000,0.4972,0.5000,0.0046
80.800,0.5000,0.4972,0.5000,0.0046
80.832,0.5000,0.4972,0.5000,0.0046
80.864,0.5000,0.4972,0.5000,0.0046
80.896,0.5000,0.4972,0.5000,0.0046
80.928,0.5000,0.4971,0.5000,0.0046
80.960,0.5000,0.4971,0.5000,0.0046
80.992,0.5000,0.4971,0.5000,0.0046
81.024,0.5000,0.4971,0.5000,0.0046
81.056,0.5000,0.4971,0.5000,0.0045
81.088,0.5000,0.4971,0.5000,0.0045
81.120,0.5000,0.4971,0.5000,0.0045
81.152,0.5000,0.4971,0.5000,0.0045
81.184,0.5000,0.4971,0.5000,0.0045
81.216,0.5000,0.4971,0.5000,0.0045
81.248,0.5000,0.4971,0.5000,0.0045
81.280,0.5000,0.4971,0.5000,0.0045
81.312,0.5000,0.4971,0.5000,0.0045
81.344,0.5000,0.4971,0.5000,0.0045
81.376,0.5000,0.4971,0.5000,0.0045
81.408,0.5000,0.4971,0.5000,0.0044
81.440,0.5000,0.4971,0.5000,0.0044
81.472,0.5000,0.4971,0.5000,0.0044
81.504,0.5000,0.4971,0.5000,0.0044
81.536,0.5000,0.4971,0.5000,0.0044
81.568,0.5000,0.4971,0.5000,0.0044
81.600,0.5000,0.4971,0.5000,0.0044
81.632,0.5000,0.4971,0.5000,0.0044
81.664,0.5000,0.4971,0.5000,0.0043
81.696,0.5000,0.4971,0.5000,0.0043
81.728,0.5000,0.4971,0.5000,0.0043
81.760,0.5000,0.4971,0.5000,0.0043
81.792,0.5000,0.4971,0.5000,0.0043
81.824,0.5000,0.4971,0.5000,0.0043
81.856,0.5000,0.4971,0.5000,0.0043
81.888,0.5000,0.4971,0.5000,0.0042
81.920,0.5000,0.4971,0.5000,0.0042
81.952,0.5000,0.4971,0.5000,0.0042
81.984,0.5000,0.4971,0.5000,0.0042
82.016,0.5000,0.4971,0.5000,0.0042
82.048,0.5000,0.4971,0.5000,0.0042
82.080,0.5000,0.4971,0.5000,0.0041
82.112,0.5000,0.4971,0.5000,0.0041
82.144,0.5000,0.4971,0.5000,0.0041
82.176,0.5000,0.4971,0.5000,0.0041
82.208,0.5000,0.4971,0.5000,0.0041
82.240,0.5000,0.4971,0.5000,0.0040
82.272,0.5000,0.4971,0.5000,0.0040
82.304,0.5000,0.4971,0.5000,0.0040
82.336,0.5000,0.4972,0.5000,0.0040
82.368,0.5000,0.4972,0.5000,0.0040
82.400,0.5000,0.4972,0.5000,0.0039
82.432,0.5000,0.4972,0.5000,0.0039
82.464,0.5000,0.4972,0.5000,0.0039
82.496,0.5000,0.4972,0.5000,0.0039
82.528,0.5000,0.4972,0.5000,0.0039
82.560,0.5000,0.4972,0.5000,0.0038
82.592,0.5000,0.4972,0.5000,0.0038
82.624,0.5000,0.4972,0.5000,0.0038
82.656,0.5000,0.4972,0.5000,0.0038
82.688,0.5000,0.4972,0.5000,0.0037
82.720,0.5000,0.4972,0.5000,0.0037
82.752,0.5000,0.4972,0.5000,0.0037
82.784,0.5000,0.4973,0.5000,0.0037
82.816,0.5000,0.4973,0.5000,0.0036
82.848,0.5000,0.4973,0.5000,0.0036
82.880,0.5000,0.4973,0.5000,0.0036
82.912,0.5000,0.4973,0.5000,0.0036
82.944,0.5000,0.4973,0.5000,0.0035
82.976,0.5000,0.4973,0.5000,0.0035
83.008,0.5000,0.4973,0.5000,0.0035
83.040,0.5000,0.4973,0.5000,0.0035
83.072,0.5000,0.4973,0.5000,0.0034
83.104,0.5000,0.4974,0.5000,0.0034
83.136,0.5000,0.4974,0.5000,0.0034
83.168,0.5000,0.4974,0.5000,0.0034
83.200,0.5000,0.4974,0.5000,0.0033
83.232,0.5000,0.4974,0.5000,0.0033
83.264,0.5000,0.4974,0.5000,0.0033
83.296,0.5000,0.4974,0.5000,0.0032
83.328,0.5000,0.4974,0.5000,0.0032
83.360,0.5000,0.4974,0.5000,0.0032
83.392,0.5000,0.4975,0.5000,0.0031
83.424,0.5000,0.4975,0.5000,0.0031
83.456,0.5000,0.4975,0.5000,0.0031
83.488,0.5000,0.4975,0.5000,0.0031
83.520,0.5000,0.4975,0.5000,0.0030
83.552,0.5000,0.4975,0.5000,0.0030
83.584,0.5000,0.4975,0.5000,0.0030
83.616,0.5000,0.4976,0.5000,0.0029
83.648,0.5000,0.4976,0.5000,0.0029
83.680,0.5000,0.4976,0.5000,0.0029
83.712,0.5000,0.4976,0.5000,0.0028
83.744,0.5000,0.4976,0.5000,0.0028
83.776,0.5000,0.4976,0.5000,0.0028
83.808,0.5000,0.4976,0.5000,0.0027
83.840,0.5000,0.4977,0.5000,0.0027
83.872,0.5000,0.4977,0.5000,0.0027
83.904,0.5000,0.4977,0.5000,0.0026
83.936,0.5000,0.4977,0.5000,0.0026
83.968,0.5000,0.4977,0.5000,0.0026
84.000,0.5000,0.4977,0.5000,0.0025
84.032,0.5000,0.4978,0.5000,0.0025
84.064,0.5000,0.4978,0.5000,0.0025
84.096,0.5000,0.4978,0.5000,0.0024
84.128,0.5000,0.4978,0.5000,0.0024
84.160,0.5000,0.4978,0.5000,0.0024
84.192,0.5000,0.4978,0.5000,0.0023
84.224,0.5000,0.4979,0.5000,0.0023
84.256,0.5000,0.4979,0.5000,0.0023
84.288,0.5000,0.4979,0.5000,0.0022
84.320,0.5000,0.4979,0.5000,0.0022
84.352,0.5000,0.4979,0.5000,0.0021
84.384,0.5000,0.4980,0.5000,0.0021
84.416,0.5000,0.4980,0.5000,0.0021
84.448,0.5000,0.4980,0.5000,0.0020
84.480,0.5000,0.4980,0.5000,0.0020
84.512,0.5000,0.4980,0.5000,0.0020
84.544,0.5000,0.4980,0.5000,0.0019
84.576,0.5000,0.4981,0.5000,0.0019
84.608,0.5000,0.4981,0.5000,0.0019
84.640,0.5000,0.4981,0.5000,0.0018
84.672,0.5000,0.4981,0.5000,0.0018
84.704,0.5000,0.4981,0.5000,0.0018
84.736,0.5000,0.4982,0.5000,0.0017
84.768,0.5000,0.4982,0.5000,0.0017
84.800,0.5000,0.4982,0.5000,0.0016
84.832,0.5000,0.4982,0.5000,0.0016
84.864,0.5000,0.4982,0.5000,0.0016
84.896,0.5000,0.4983,0.5000,0.0015
84.928,0.5000,0.4983,0.5000,0.0015
84.960,0.5000,0.4983,0.5000,0.0015
84.992,0.5000,0.4983,0.5000,0.0014
85.024,0.5000,0.4984,0.5000,0.0014
85.056,0.5000,0.4984,0.5000,0.0013
85.088,0.5000,0.4984,0.5000,0.0013
85.120,0.5000,0.4984,0.5000,0.0013
85.152,0.5000,0.4984,0.5000,0.0012
85.184,0.5000,0.4985,0.5000,0.0012
85.216,0.5000,0.4985,0.5000,0.0012
85.248,0.5000,0.4985,0.5000,0.0011
85.280,0.5000,0.4985,0.5000,0.0011
85.312,0.5000,0.4985,0.5000,0.0011
85.344,0.5000,0.4986,0.5000,0.0010
